,id,filename_ndwi,filename_cloud,id.1,date,dir,dir_ndwi,dir_cloud,event,state,county,latitude,longitude,note,source,event_day,period,cluster_pixel_count_default,n_clusters_default,flooded_cluster_default,cluster_pixel_count_pca_i,n_clusters_pca_i,n_components_pca_i,flooded_cluster_pca_i,explained_variance_pca_i,inertia_result_pca_i,n_clusters_list_pca_i,cluster_pixel_count_flowline_pca_i,n_clusters_flowline_pca_i,n_components_flowline_pca_i,flooded_cluster_flowline_pca_i,explained_variance_flowline_pca_i,inertia_result_flowline_pca_i,n_clusters_list_flowline_pca_i,cluster_pixel_count_ndwi_pca_i,n_clusters_ndwi_pca_i,n_components_ndwi_pca_i,flooded_cluster_ndwi_pca_i,explained_variance_ndwi_pca_i,inertia_result_ndwi_pca_i,n_clusters_list_ndwi_pca_i,cluster_pixel_count_features_pca_i,n_clusters_features_pca_i,n_components_features_pca_i,flooded_cluster_features_pca_i,explained_variance_features_pca_i,inertia_result_features_pca_i,n_clusters_list_features_pca_i,ndwi_pixels
62,45359_20230726T153819_20230726T155051_T18TXP_VIS.tif,45359_20230726T153819_20230726T155051_T18TXP_NDWI.tif,45359_20230726T153819_20230726T155051_T18TXP_CLOUD.tif,45359,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Addison,43.97122071,-73.09746397,Wooden stake with white HWM disc 200 ft DS of bridge and 10 ft from LB,stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 934077, 'cluster_1': 11274, 'cluster_2': 372958}",3,0,"{'cluster_0': 939641, 'cluster_1': 10981, 'cluster_2': 367687}",3,1,0,"[0.9524569773943067, 0.981809370032031, 1.0000000000000002]","[1752023.8493736696, 902658.7832070135, 535012.986438849, 376801.20945213205, 264864.0257315099]","[2, 3, 4, 5, 6]","{'cluster_0': 939770, 'cluster_1': 366460, 'cluster_2': 10840, 'cluster_3': 1239}",4,2,0,"[0.714348680006813, 0.9643824458139627, 0.9863572669227086, 0.9999999999999998]","[3070499.639121956, 2220982.5537497005, 905406.9252255659, 537949.167502556, 380075.8865908744]","[2, 3, 4, 5, 6]","{'cluster_0': 929888, 'cluster_1': 361696, 'cluster_2': 10683, 'cluster_3': 16042}",4,2,3,"[0.7157838830805416, 0.9661779176941232, 0.9866233018750794, 1.0000000000000002]","[3076976.6727965865, 2220577.0073443456, 939731.3062379094, 574440.1825943568, 409723.4414841147]","[2, 3, 4, 5, 6]","{'cluster_0': 936422, 'cluster_1': 369812, 'cluster_2': 10836, 'cluster_3': 1239}",4,3,0,"[0.5726331752075652, 0.7760173711087079, 0.9729676143848072, 0.9892986993387135, 0.9999999999999998]","[4395370.295869114, 3538864.9160564058, 2223022.439442686, 948721.8104753505, 583601.4730300326]","[2, 3, 4, 5, 6]",16723
63,45319_20230711T153821_20230711T154201_T18TXN_VIS.tif,45319_20230711T153821_20230711T154201_T18TXN_NDWI.tif,45319_20230711T153821_20230711T154201_T18TXN_CLOUD.tif,45319,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Bennington,42.91243214,-73.25489001,"Green HWM disc with double headed nail and pink flagging on branch. HWM is on the DS side of birch tree (12 inch diameter) 4 ft from waters edge, ~50 ft from CHCL",stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 493699, 'cluster_1': 43650, 'cluster_2': 872286}",3,1,"{'cluster_0': 503085, 'cluster_1': 66921, 'cluster_2': 835106, 'cluster_3': 4523}",4,1,1,"[0.9541783649234561, 0.9873755270090602, 0.9999999999999999]","[1858748.5056760204, 1070505.7865573706, 588682.9943919727, 367065.0846523754, 268589.5233489168]","[2, 3, 4, 5, 6]","{'cluster_0': 469280, 'cluster_1': 41890, 'cluster_2': 1613, 'cluster_3': 896852}",4,2,1,"[0.7156872031452404, 0.9657174481472168, 0.9905328979304547, 1.0000000000000002]","[3268770.4370848835, 1859993.5219200694, 1072600.3432701607, 590886.4530869535, 369334.31513074425]","[2, 3, 4, 5, 6]","{'cluster_0': 484473, 'cluster_1': 46678, 'cluster_2': 4746, 'cluster_3': 873738}",4,2,2,"[0.7373111079789586, 0.9662763853763949, 0.9909079159248867, 1.0]","[3226333.0824852437, 1866410.700669839, 1134134.5392285804, 772953.0455763167, 563827.221665025]","[2, 3, 4, 5, 6]","{'cluster_0': 1307060, 'cluster_1': 1613, 'cluster_2': 4725, 'cluster_3': 96237}",4,3,2,"[0.5898833443007808, 0.790155148127168, 0.9730859323946004, 0.9927273416274891, 1.0000000000000002]","[5447818.43868032, 3227684.293767359, 1872885.5056455198, 1141417.5092554605, 780437.8952672064]","[2, 3, 4, 5, 6]",4746
64,MNTM3_321_20230711T153821_20230711T154201_T18TXN_VIS.tif,MNTM3_321_20230711T153821_20230711T154201_T18TXN_NDWI.tif,MNTM3_321_20230711T153821_20230711T154201_T18TXN_CLOUD.tif,MNTM3_321,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,MA,Franklin,42.5802222,-72.5745,"[{""Statement"":""This is a dangerous flood situation. Areas along the reach of the Connecticut River from the Vermont border to Northampton should prepare for widespread flooding. If you are asked to evacuate, do so immediately."",""Value"":44},{""Statement"":""Widespread river flooding is expected from Deerfield and Montague City south through Whately and Sunderland. Take action now to protect life and property. Follow the directions of your emergency management officials. If asked to evacuate, do so immediately."",""Value"":40},{""Statement"":""Flooding will expand into portions of Montague and Greenfield downstream through Sunderland and Whately. Some residential areas may become inundated and localized road closures may be needed."",""Value"":37},{""Statement"":""Flooding will expand into portions of Montague and Greenfield downstream through Sunderland and Whately. Some residential areas may become inundated and localized road closures may be needed."",""Value"":35},{""Statement"":""Flooding of low lying areas outside of levee protection is likely from Greenfield and Montague downstream through Hatfield."",""Value"":33},{""Statement"":""Flooding of low lying areas outside of levee protection is likely from Greenfield through Hatfield."",""Value"":31},{""Statement"":""Flooding of low lying areas outside of levee protection is likely from Greenfield through Hatfield."",""Value"":30},{""Statement"":""Flooding of low lying areas is expected primarily from Montague downstream through Sunderland and Whately."",""Value"":29},{""Statement"":""Minor flooding is expected to overspread some of the farmland along the river from the Vermont border downstream through Hatfield and Hadley. Farming interests should take the necessary precautions to protect livestock and equipment."",""Value"":28}]",gauge,2023-07-11,during flood,"{'cluster_0': 1143542, 'cluster_1': 281483, 'cluster_2': 5748}",3,1,"{'cluster_0': 963204, 'cluster_1': 124711, 'cluster_2': 4783, 'cluster_3': 338075}",4,1,1,"[0.9639932384935884, 0.9854041650407666, 1.0]","[1762426.5633071894, 951160.6536315004, 483604.4650649899, 345802.9967748076, 242340.82767569242]","[2, 3, 4, 5, 6]","{'cluster_0': 1199198, 'cluster_1': 4773, 'cluster_2': 226802}",3,2,2,"[0.7237996604890631, 0.9730725855565986, 0.9890775155383089, 0.9999999999999999]","[4129066.6842556987, 1775752.9130083758, 962673.9983394356, 499955.573123141, 361471.8137213762]","[2, 3, 4, 5, 6]","{'cluster_0': 1115127, 'cluster_1': 42503, 'cluster_2': 267451, 'cluster_3': 5692}",4,2,1,"[0.7528050674459648, 0.9740596094989934, 0.9892531080006849, 1.0]","[3018725.776500069, 1841090.0341303227, 1036761.3009627223, 624834.621533192, 485199.7741648128]","[2, 3, 4, 5, 6]","{'cluster_0': 1220203, 'cluster_1': 205797, 'cluster_2': 4773}",3,3,1,"[0.6033463057633003, 0.8145860389903641, 0.9792672637997272, 0.9914133157464863, 0.9999999999999999]","[4442134.904254135, 3025672.921680082, 1890927.3318498414, 1086028.3940218526, 676499.1962309418]","[2, 3, 4, 5, 6]",43950
65,45015_20230726T153819_20230726T155051_T18TXN_VIS.tif,45015_20230726T153819_20230726T155051_T18TXN_NDWI.tif,45015_20230726T153819_20230726T155051_T18TXN_CLOUD.tif,45015,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,MA,Franklin,42.54174,-72.693974,"USGS Streamgage 01169900 South River nr Conway, MA; LEW 0 ft USB",stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 712007, 'cluster_1': 199921, 'cluster_2': 1823}",3,0,"{'cluster_0': 617787, 'cluster_1': 57275, 'cluster_2': 1447, 'cluster_3': 237242}",4,1,0,"[0.9313486414911297, 0.968258727186339, 1.0]","[1185699.9556812658, 710726.8152704162, 415737.1104874706, 276218.14222903666, 199937.19941916777]","[2, 3, 4, 5, 6]","{'cluster_0': 712274, 'cluster_1': 1811, 'cluster_2': 199185, 'cluster_3': 481}",4,2,0,"[0.6985120491600437, 0.9485922758479478, 0.9761998440350038, 0.9999999999999999]","[2553094.7819148554, 1624761.3776003008, 711453.2322914798, 416605.99139780505, 277187.3079780179]","[2, 3, 4, 5, 6]","{'cluster_0': 730205, 'cluster_1': 182560, 'cluster_2': 986}",3,2,2,"[0.702530810579936, 0.9487984794967316, 0.9761957091284641, 0.9999999999999999]","[2100002.0889572897, 1184430.5571787013, 784838.1526288593, 509503.43661177467, 372372.80253551714]","[2, 3, 4, 5, 6]","{'cluster_0': 731350, 'cluster_1': 181415, 'cluster_2': 986}",3,3,2,"[0.5620576146138397, 0.8013602582023169, 0.9590639288301881, 0.980962483516732, 0.9999999999999999]","[3013906.7659704397, 2060186.1045450259, 1272148.3247935146, 885186.9546421829, 597604.970624227]","[2, 3, 4, 5, 6]",986
66,44911_20230706T153819_20230706T155055_T18TXP_VIS.tif,44911_20230706T153819_20230706T155055_T18TXP_NDWI.tif,44911_20230706T153819_20230706T155055_T18TXP_CLOUD.tif,44911,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Orange,43.93431942,-72.65773882,White USGS HWM marker in base of pine tree across river from gage 01142500,stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 994545, 'cluster_1': 366203, 'cluster_2': 46560}",3,2,"{'cluster_0': 976205, 'cluster_1': 69723, 'cluster_2': 359572, 'cluster_3': 1808}",4,1,3,"[0.9375258612889288, 0.9819887745533716, 1.0]","[1807380.324762802, 1021531.7482258305, 634029.8850048832, 430772.30178736325, 307219.1389104552]","[2, 3, 4, 5, 6]","{'cluster_0': 1007262, 'cluster_1': 357383, 'cluster_2': 41025, 'cluster_3': 1638}",4,2,2,"[0.7032255140867513, 0.9531453609310214, 0.9864919794070504, 0.9999999999999998]","[3214451.040539696, 2426981.644904399, 1025253.107132626, 637706.758849113, 435032.4807262044]","[2, 3, 4, 5, 6]","{'cluster_0': 1139635, 'cluster_1': 648, 'cluster_2': 267025}",3,2,1,"[0.7239852672505465, 0.9538939239302808, 0.9871811925391267, 0.9999999999999999]","[3736348.0598758985, 1643626.3531983986, 921856.8620552579, 652896.4230608743, 489067.91980814125]","[2, 3, 4, 5, 6]","{'cluster_0': 1139131, 'cluster_1': 648, 'cluster_2': 265891, 'cluster_3': 1638}",4,3,1,"[0.5792469202963502, 0.7792670361096369, 0.9631160900002387, 0.9897454122560947, 0.9999999999999999]","[5143662.00292237, 3050706.024188145, 1645817.8018092709, 925587.6435337838, 657120.1282076843]","[2, 3, 4, 5, 6]",648
67,44909_20230706T153819_20230706T155055_T18TXP_VIS.tif,44909_20230706T153819_20230706T155055_T18TXP_NDWI.tif,44909_20230706T153819_20230706T155055_T18TXP_CLOUD.tif,44909,20230706,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Rutland,43.60500752,-73.01468347,"HWM is located on metal fence, gate post, streamward side. Marked with orange ribbon and paint.",stn,2023-07-10 to 2023-07-11,before flood,"{'cluster_0': 930175, 'cluster_1': 35163, 'cluster_2': 198897}",3,1,"{'cluster_0': 753855, 'cluster_1': 18577, 'cluster_2': 83534, 'cluster_3': 308269}",4,1,1,"[0.9748685952303277, 0.9901456316126347, 1.0]","[1262938.011636839, 670812.3782519287, 388015.17366441194, 256886.0256951198, 181603.69246596872]","[2, 3, 4, 5, 6]","{'cluster_0': 937296, 'cluster_1': 33353, 'cluster_2': 1700, 'cluster_3': 191886}",4,2,1,"[0.7312074877889752, 0.9811904226785865, 0.9926095094509627, 1.0]","[2427297.9786693193, 1263996.3664899287, 672449.2968504908, 389997.715877289, 258964.885517843]","[2, 3, 4, 5, 6]","{'cluster_0': 1043411, 'cluster_1': 114592, 'cluster_2': 6232}",3,2,2,"[0.7650391245681002, 0.981484143892879, 0.9929308179670995, 0.9999999999999999]","[2391344.968447536, 1237744.4570788913, 749179.6723305758, 593445.7600953734, 365326.4368121493]","[2, 3, 4, 5, 6]","{'cluster_0': 1041952, 'cluster_1': 114383, 'cluster_2': 1700, 'cluster_3': 6200}",4,3,3,"[0.6120640119063258, 0.8122791932618627, 0.985217939208743, 0.9943447877599322, 1.0]","[4244420.567388852, 2392298.5645871554, 1242679.1779224833, 754695.8693366525, 526821.8632441895]","[2, 3, 4, 5, 6]",6232
68,45501_20230726T153819_20230726T155051_T18TXP_VIS.tif,45501_20230726T153819_20230726T155051_T18TXP_NDWI.tif,45501_20230726T153819_20230726T155051_T18TXP_CLOUD.tif,45501,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Rutland,43.46982991,-72.98195187,White HWM disc located inside of blue dugout. Near Irene HWM (VT-021-WC-6),stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 976788, 'cluster_1': 292416, 'cluster_2': 43572}",3,0,"{'cluster_0': 984852, 'cluster_1': 286286, 'cluster_2': 41638}",3,1,0,"[0.9394703441953215, 0.9742707356774317, 1.0]","[1602294.007829287, 896739.037384456, 593926.2713985041, 397986.5810273723, 294082.06860539905]","[2, 3, 4, 5, 6]","{'cluster_0': 980453, 'cluster_1': 288079, 'cluster_2': 1664, 'cluster_3': 42580}",4,2,0,"[0.7054256874392629, 0.9546972057184604, 0.9807034056518135, 0.9999999999999999]","[2915137.8919315143, 1614851.8409692803, 920716.1566646901, 888253.8315009088, 594000.4066924416]","[2, 3, 4, 5, 6]","{'cluster_0': 870472, 'cluster_1': 85009, 'cluster_2': 11104, 'cluster_3': 345019, 'cluster_4': 1172}",5,2,4,"[0.7049053089576688, 0.9548919137274132, 0.9807784948490834, 0.9999999999999999]","[2916510.8001628583, 2210572.298926407, 1907555.4755140324, 604855.2963657023, 410885.09502246307]","[2, 3, 4, 5, 6]","{'cluster_0': 1146581, 'cluster_1': 164531, 'cluster_2': 1664}",3,3,0,"[0.564571310710069, 0.7695883291081533, 0.9639829683339669, 0.9846231444404255, 1.0]","[4229322.126963113, 2928273.2856572983, 2233774.7143916483, 954334.2955243008, 663251.4902840134]","[2, 3, 4, 5, 6]",1172
69,45427_20230711T153821_20230711T154201_T18TXP_VIS.tif,45427_20230711T153821_20230711T154201_T18TXP_NDWI.tif,45427_20230711T153821_20230711T154201_T18TXP_CLOUD.tif,45427,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windsor,43.5008282,-72.71800828,"White HWM disc in 24 inch tree facing rivers edge. 159 ft DS on LB, 15 ft from rivers edge",stn,2023-07-10 to 2023-07-11,during flood,"{'cluster_0': 1068908, 'cluster_1': 24689, 'cluster_2': 326595}",3,1,"{'cluster_0': 1078634, 'cluster_1': 24749, 'cluster_2': 316809}",3,1,1,"[0.9240438968072778, 0.970805073190819, 1.0]","[1490569.003411285, 734819.1960093689, 431747.7818443177, 287473.6936835892, 207554.65443444147]","[2, 3, 4, 5, 6]","{'cluster_0': 1097745, 'cluster_1': 24176, 'cluster_2': 503, 'cluster_3': 297768}",4,2,1,"[0.6954446540033876, 0.9432180017853639, 0.978147658329781, 1.0000000000000002]","[2902393.355379744, 1504015.543885775, 749554.0940853518, 447271.51247621886, 303257.05488991964]","[2, 3, 4, 5, 6]","{'cluster_0': 1208337, 'cluster_1': 15738, 'cluster_2': 196117}",3,2,1,"[0.7742469871509785, 0.9523834136141401, 0.9809367555907815, 0.9999999999999999]","[2536630.123099547, 1591902.126699051, 1027772.4399385748, 589397.5453237412, 394409.71806044644]","[2, 3, 4, 5, 6]","{'cluster_0': 1205297, 'cluster_1': 15514, 'cluster_2': 198878, 'cluster_3': 503}",4,3,1,"[0.622213582780436, 0.8238499530360298, 0.9619100756507794, 0.9847526070250116, 1.0]","[3935530.797594012, 2983291.7410426084, 1598214.8236466954, 1044253.163572215, 606756.4965973732]","[2, 3, 4, 5, 6]",22144
70,45237_20230726T153819_20230726T155051_T18TXN_VIS.tif,45237_20230726T153819_20230726T155051_T18TXN_NDWI.tif,45237_20230726T153819_20230726T155051_T18TXN_CLOUD.tif,45237,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,43.09906224,-72.78225756,White HWM disc in DS side of giant oak near LB fire department facing parking lot. 150 ft US of bridge on LB,stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 192192, 'cluster_1': 22079, 'cluster_2': 1013192}",3,2,"{'cluster_0': 1027466, 'cluster_1': 178982, 'cluster_2': 21015}",3,1,0,"[0.9287526356044316, 0.9712851775832408, 1.0]","[1527578.6804422496, 848125.4301468463, 573826.0076657115, 380183.13033517206, 281462.9474234354]","[2, 3, 4, 5, 6]","{'cluster_0': 1019748, 'cluster_1': 184118, 'cluster_2': 1952, 'cluster_3': 21645}",4,2,0,"[0.7013017166940102, 0.9469993687122511, 0.9784768253911873, 1.0]","[2738804.2124419203, 1546277.9842131743, 888949.5319766975, 624152.9980843514, 439546.4049701189]","[2, 3, 4, 5, 6]","{'cluster_0': 1023700, 'cluster_1': 21037, 'cluster_2': 4222, 'cluster_3': 178504}",4,2,2,"[0.6967412829229659, 0.9480443489791632, 0.9785558322773787, 1.0]","[2762121.689009487, 1532723.973419866, 856314.1592096036, 582696.213482142, 389943.44882423984]","[2, 3, 4, 5, 6]","{'cluster_0': 1020241, 'cluster_1': 21536, 'cluster_2': 183734, 'cluster_3': 1952}",4,3,0,"[0.5611056658181731, 0.7831024718502209, 0.9586517962044113, 0.9828585128230632, 0.9999999999999999]","[3972464.294208274, 3271200.425531137, 2107514.8552183323, 1841354.7300393041, 1655937.6196282313]","[2, 3, 4, 5, 6]",4227
71,GILN3_337_20230711T153821_20230711T154201_T18TYN_VIS.tif,GILN3_337_20230711T153821_20230711T154201_T18TYN_NDWI.tif,GILN3_337_20230711T153821_20230711T154201_T18TYN_CLOUD.tif,GILN3_337,20230711,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,NH,Cheshire,43.0391666666667,-72.2705555555556,"[{""Statement"":""Major flooding occurs. Properties between Maine Street and Church Street in Gilsum cut off by floodwaters if coinciding high flows on Hayward Brook. "",""Value"":12},{""Statement"":""Route 10 near Kinson State Wildlife Area in Marlow vulnerable to flooding. "",""Value"":11.5},{""Statement"":""Moderate flooding occurs. Water up to Main Street in Gilsum. "",""Value"":11},{""Statement"":""Gilsum Road between Southwoods Road and New Hampshire Route 12A flooded. "",""Value"":10.5},{""Statement"":""In Gilsum, Riverside Road flooded and homes cut-off. Howard Road bridge inaccessible from Old Marlow Road. "",""Value"":10},{""Statement"":""Water up to Spring Street in Gilsum. "",""Value"":9.5},{""Statement"":""Water encroaches on Riverside Road in Gilsum and Greenes Landing Road in Marlow. "",""Value"":9},{""Statement"":""Water approaches properties along Old Marlow Road in Gilsum. "",""Value"":8.5}]",gauge,2023-07-10,during flood,"{'cluster_0': 1156131, 'cluster_1': 27349, 'cluster_2': 191896}",3,0,"{'cluster_0': 1170356, 'cluster_1': 178958, 'cluster_2': 26062}",3,1,0,"[0.9132303316711647, 0.970313338555448, 0.9999999999999999]","[1596862.8749585142, 926801.7814872168, 621017.2579124997, 449680.40047268546, 348332.56917431694]","[2, 3, 4, 5, 6]","{'cluster_0': 1160269, 'cluster_1': 26889, 'cluster_2': 1280, 'cluster_3': 186938}",4,2,0,"[0.6849648664909948, 0.9351527956820924, 0.9777376485674341, 0.9999999999999999]","[2973095.092395015, 1599006.41337123, 930636.9877468322, 625169.0080913982, 454138.42947809235]","[2, 3, 4, 5, 6]","{'cluster_0': 1157585, 'cluster_1': 26370, 'cluster_2': 11943, 'cluster_3': 179478}",4,2,2,"[0.687243534042577, 0.9416428554272389, 0.9778813623252431, 1.0]","[3008021.410533034, 1593587.3697515284, 929643.7160566761, 630989.453854363, 461499.15114905254]","[2, 3, 4, 5, 6]","{'cluster_0': 800041, 'cluster_1': 16966, 'cluster_2': 477792, 'cluster_3': 79297, 'cluster_4': 1280}",5,3,0,"[0.5498171751122983, 0.7610062971584088, 0.9534097216743905, 0.9823068780394676, 1.0000000000000002]","[4383686.989737798, 3709292.4975939286, 3393617.130793556, 2025054.6338197943, 1847874.7235324453]","[2, 3, 4, 5, 6]",12007
72,45321_20230726T153819_20230726T155051_T18TXN_VIS.tif,45321_20230726T153819_20230726T155051_T18TXN_NDWI.tif,45321_20230726T153819_20230726T155051_T18TXN_CLOUD.tif,45321,20230726,data/img_s2/2023-07/,data/img_s2/2023-07_NDWI/,data/img_s2/2023-07_CLOUD/,2023-07,VT,Windham,42.8493399,-72.57494474,"Metal washer and pink flagging 4 ft above leveled beach in maple tree (27 in. diameter). ~25 ft from waters edge, 30 ft from CHCL",stn,2023-07-10 to 2023-07-11,after flood,"{'cluster_0': 961529, 'cluster_1': 4838, 'cluster_2': 178128}",3,0,"{'cluster_0': 963163, 'cluster_1': 176480, 'cluster_2': 4852}",3,1,0,"[0.9587063978641555, 0.9827379427410354, 1.0]","[1661080.6142822858, 793435.452730437, 445832.7797971519, 297796.83691293193, 212972.16067701488]","[2, 3, 4, 5, 6]","{'cluster_0': 963208, 'cluster_1': 174846, 'cluster_2': 4827, 'cluster_3': 1614}",4,2,0,"[0.7190394178196684, 0.9691390912303535, 0.9870627657542088, 0.9999999999999999]","[2806047.5861063316, 1938413.0634972388, 793816.4309818437, 446612.3969697774, 298778.9847453682]","[2, 3, 4, 5, 6]","{'cluster_0': 933516, 'cluster_1': 176082, 'cluster_2': 30063, 'cluster_3': 4834}",4,2,2,"[0.7195711252861169, 0.9714096880709284, 0.9871575960904411, 0.9999999999999999]","[2815637.398756761, 1683616.4640469758, 811272.1560792793, 469835.79269845143, 326430.29811045807]","[2, 3, 4, 5, 6]","{'cluster_0': 1050960, 'cluster_1': 1614, 'cluster_2': 91921}",3,3,0,"[0.5756828263472273, 0.8177180375389508, 0.9771296889609291, 0.9897274816250206, 0.9999999999999999]","[4398000.380663171, 2766872.196533601, 1895373.3040236891, 1492718.7985181885, 475377.3210569784]","[2, 3, 4, 5, 6]",30633
